NÚM.,TOM,MOST.,NOM CIENTÍFIC A HCBPFQ,FAMÍLIA HCBPFQ,NOM CIENTÍFIC A FMPC 2005,FAMÍLIA FMPC 2005,Nom vulgar,Enllaç al Medi Natural del Bages,Comentaris,Amaga
590,10,1,Orobanche hederae,Orobancáceas,Orobanche hederae,Orobancàcies,Frare de l'heura,https://elmedinaturaldelbages.cat/species/frare-de-lheura-orobanche-hederae/,,
589,10,1,Ceratocalyx macrolepis,Orobancáceas,Orobanche latisquama,Orobancàcies,Frare del romaní,https://elmedinaturaldelbages.cat/species/frare-del-romani-orobanche-latisquama/,,
42,1,1,Piptatherum paradoxum,Gramináceas,Oryzopsis paradoxa,Gramínies,Mill boscà,https://elmedinaturaldelbages.cat/species/mill-bosca-oryzopsis-paradoxa/,,
111,2,1,Osyris alba ,Santaláceas,Osyris alba ,Santalàcies,Ginestó,https://elmedinaturaldelbages.cat/species/ginesto-osyris-alba/,,
253,4,1,Papaver dubium ,Papaveráceas,Papaver dubium ,Papaveràcies,Gallaret,https://elmedinaturaldelbages.cat/species/pipiripip-rosella-papaver-dubium/,,
254,4,1,Papaver hybridum ,Papaveráceas,Papaver hybridum ,Papaveràcies,Rosella híspida,https://elmedinaturaldelbages.cat/species/rosella-hispida-papaver-hybridum/,,
255,4,1,Papaver Rhoeas ,Papaveráceas,Papaver rhoeas ,Papaveràcies,Pipiripip,https://elmedinaturaldelbages.cat/species/pipiripip-rosella-papaver-rhoeas/,,
98,2,1,Paronychia argentea,Paroniquináceas,Paronychia argentea,Cariofil·làcies,Paroníquia argentada,,,
100,2,1,Paronychia nivea,Paroniquináceas,Paronychia capitata,Cariofil·làcies,Paroníquia nívia,https://elmedinaturaldelbages.cat/species/paroniquia-nivia-sanguinaria-blanca-paronychia-capitata/,,
99,2,1,Paronychia capitata,Paroniquináceas,Paronychia kapela ,Cariofil·làcies,Paroníquia de roca,https://elmedinaturaldelbages.cat/species/paroniquia-de-roca-paronychia-kapela-ssp-serpyllifolia/,,
383,6,1,Peucedanum officinale,Umbelíferas,Peucedanum officinale ,Umbel·líferes,Fonoll de porc,https://elmedinaturaldelbages.cat/species/fonoll-de-porc-peucedanum-officinale-ssp-stenocarpum/,,
559,9,1,Phagnalon rupestre,Compuestas,Phagnalon rupestre,Compostes,Ullastre de frare,https://elmedinaturaldelbages.cat/species/phagnalon-rupestre/,,
560,9,1,Phagnalon sordidum ,Compuestas,Phagnalon sordidum ,Compostes,Herba morenera,https://elmedinaturaldelbages.cat/species/herba-morenera-phagnalon-sordidum/,,
342,6,1,Phillyrea media,Oleáceas,Phillyrea latifolia subsp. media,Oleàcies,Aladern fals,https://elmedinaturaldelbages.cat/species/aladern-fals-phillyrea-latifolia/,,
41,1,1,Phleum Boehmeri,Gramináceas,Phleum phleoides,Gramínies,Cua de rata,https://elmedinaturaldelbages.cat/species/cua-de-rata-phleum-phleoides/,,
416,7,1,Phlomis Lychnitis,Labiadas,Phlomis lychnitis,Labiades,Candelera (Phlomis lychnitis),https://elmedinaturaldelbages.cat/species/candelera-phlomis-lychnitis/,,
19,1,1,Scolopendrium officinale,Polipodiáceas,Phyllitis scolopendrium,Polipodiàcies,Llengua de cérvol,https://elmedinaturaldelbages.cat/species/llengua-de-cervol-phyllitis-scolopendrium/,,
561,9,1,Picnomon acarna,Compuestas,Picnomon acarna,Compostes,Assotacrist,https://elmedinaturaldelbages.cat/species/assotacrist-picnomon-acarna-cirsium-acarna/,,
563,9,1,Picris hieracioides,Compuestas,Picris hieracioides,Compostes,Parraca,https://elmedinaturaldelbages.cat/species/parraca-picris-hieracioides/,,
384,6,1,Pimpinella Saxifraga ,Umbelíferas,Pimpinella saxifraga ,Umbel·líferes,Matafaluga de prat,https://elmedinaturaldelbages.cat/species/matafaluga-de-prat-pimpinella-saxifraga/,,
603,10,1,Plantago Psyllium ,Plantagináceas,Plantago afra,Plantaginàcies,Herba pucera,,,
599,10,1,Plantago albicans ,Plantagináceas,Plantago albicans ,Plantaginàcies,Herba-fam,https://elmedinaturaldelbages.cat/species/herbafam-plantago-albicans/,,
600,10,1,Plantago Coronopus ,Plantagináceas,Plantago coronopus ,Plantaginàcies,Cervina,https://elmedinaturaldelbages.cat/species/cervina-plantago-coronopus/,,
602,10,1,Plantago media,Plantagináceas,Plantago media,Plantaginàcies,Plantatge mitjà,https://elmedinaturaldelbages.cat/species/plantatge-mitja-plantago-media/,,
601,10,1,Plantago Cynops ,Plantagináceas,Plantago sempervirens,Plantaginàcies,Plantatge de ca,https://elmedinaturaldelbages.cat/species/plantatge-de-ca-herba-pucera-plantago-sempervirens-p-cynops/,,
78,2,1,Orchis bifolia,Orquidáceas,Platanthera bifolia,Orquidàcies,Botonets de gos,https://elmedinaturaldelbages.cat/species/platanthera-bifolia/,,
262,4,1,Platycapnos spicatus,Fumariáceas,Platycapnos spicata,Papaveràcies,Fumària (Platycapnos spicata),,,
43,1,1,Poa annua,Gramináceas,Poa annua,Gramínies,Poa anual,https://elmedinaturaldelbages.cat/species/poa-anual-pelosa-poa-annua-subsp-annua/,,
292,5,2,Polygala calcarea (1),Poligaláceas,Polygala calcarea (1),Poligalàcies,Herba blava (1),https://elmedinaturaldelbages.cat/species/herba-blava-polygala-calcarea/,,
,5,2,Polygala calcarea (2),Poligaláceas,Polygala calcarea (2),Poligalàcies,Herba blava (2),https://elmedinaturaldelbages.cat/species/herba-blava-polygala-calcarea/,,
293,5,1,Polygala monspeliaca ,Poligaláceas,Polygala monspeliaca ,Poligalàcies,Polígala de Montpeller,,,
294,5,1,Polygala rosea,Poligaláceas,Polygala vulgaris subsp. mediterranea,Poligalàcies,Polígala vulgar,https://elmedinaturaldelbages.cat/species/poligala-mediterrania-o-poligala-gironina-polygala-nicaensis-subsp-gerundensis/,,
102,2,1,Polygonum aviculare,Poligonáceas,Polygonum aviculare,Poligonàcies,Passacamins,https://elmedinaturaldelbages.cat/species/passacamins-polygonum-aviculare/,,
103,2,1,Polygonum Convolvulus,Poligonáceas,Polygonum convolvulus,Poligonàcies,Fajol bord,https://elmedinaturaldelbages.cat/species/fajol-bord-fallopia-convolvulus/,,
17,1,1,Polypodium vulgare,Polipodiáceas,Polypodium vulgare,Polipodiàcies,Polipodi,https://elmedinaturaldelbages.cat/species/polipodi-polypodium-vulgare-ssp-serrulatum/,,
107,2,1,Populus alba,Salicáceas,Populus alba,Salicàcies,Àlber,https://elmedinaturaldelbages.cat/species/alber-populus-alba/,,
339,5,1,Portulaca oleracea,Portulacáceas,Portulaca oleracea,Portulacàcies,Verdolaga,https://elmedinaturaldelbages.cat/species/verdolaga-portulaca-oleracea/,,
364,6,1,Potentilla caulescens ,Rosáceas,Potentilla caulescens ,Rosàcies,Te de soqueta,https://elmedinaturaldelbages.cat/species/te-de-soqueta-potentilla-caulescens/,,
365,6,1,Potentilla verna,Rosáceas,Potentilla neumanniana,Rosàcies,Potentil·la vernal,https://elmedinaturaldelbages.cat/species/potentilla-vernal-potentilla-neumanniana/,,
597,10,1,Primula officinalis,Primuláceas,Primula veris,Primulàcies,Prímula,https://elmedinaturaldelbages.cat/species/primula-vera-primula-veris/,,
400,7,1,Brunella grandiflora,Labiadas,Prunella grandiflora,Labiades,Prunel·la de flor gran,https://elmedinaturaldelbages.cat/species/prunella-de-flor-gran-prunella-grandiflora-ssp-pyrenaica/,,
399,7,1,Brunella alba ,Labiadas,Prunella laciniata,Labiades,Prunel·la laciniada,https://elmedinaturaldelbages.cat/species/prunella-blanca-prunella-laciniata-p-alba/,,
401,7,1,Brunella vulgaris ,Labiadas,Prunella vulgaris ,Labiades,Prunel·la vulgar,https://elmedinaturaldelbages.cat/species/prunella-vulgar-prunella-vulgaris/,,
18,1,1,Pteris aquilina,Polipodiáceas,Pteridium aquilinum,Polipodiàcies,Falguera comuna,https://elmedinaturaldelbages.cat/species/falguera-comuna-pteridium-aquilinum/,,
565,9,1,Pulicaria dysenterica ,Compuestas,Pulicaria dysenterica ,Compostes,Pulicària,https://elmedinaturaldelbages.cat/species/pulicaria-herba-de-sant-roc-pulicaria-dysenterica/,,
343,6,1,Punica granatum,Granatáceas,Punica granatum,Punicàcies,Magraner,,,
110,2,1,Quercus pubescens,Cupulíferas,Quercus pubescens,Fagàcies,Roure martinenc,https://elmedinaturaldelbages.cat/species/roure-martinenc-quercus-pubescens/,,
604,10,1,Ramondia Pyrenaica,Gesneriáceas,Ramonda myconi,Gesneriàcies,Orella d'ós,https://elmedinaturaldelbages.cat/species/orella-dos-ramonda-myconi/,,
282,5,1,Ranunculus arvensis,Ranunculáceas,Ranunculus arvensis,Ranunculàcies,Herba de l'amor,,,
283,5,1,Ranunculus bulbosus,Ranunculáceas,Ranunculus bulbosus,Ranunculàcies,Ranuncle bulbós,https://elmedinaturaldelbages.cat/species/ranuncle-bulbos-ranunculus-bulbosus/,,
276,5,1,Ficaria ranunculoides,Ranunculáceas,Ranunculus ficaria,Ranunculàcies,Gatassa,https://elmedinaturaldelbages.cat/species/gatassa-ranunculus-ficaria/,,
284,5,1,Ranunculus gramineus ,Ranunculáceas,Ranunculus gramineus ,Ranunculàcies,Ranuncle graminoide,https://elmedinaturaldelbages.cat/species/ranuncle-graminoide-ranunculus-gramineus/,,
285,5,1,Ranunculus muricatus,Ranunculáceas,Ranunculus muricatus,Ranunculàcies,Botons d'or,,,
286,5,1,Ranunculus parviflorus,Ranunculáceas,Ranunculus parviflorus,Ranunculàcies,Pèl de moix,,,
287,5,1,Ranunculus repens,Ranunculáceas,Ranunculus repens,Ranunculàcies,Ranuncle repent,https://elmedinaturaldelbages.cat/species/ranuncle-repent-ranunculus-repens/,,
149,3,1,Raphanus Raphanistrum,Crucíferas,Raphanus raphanistrum,Crucíferes,Rafanistre,,,
150,3,1,Rapistrum rugosum,Crucíferas,Rapistrum rugosum,Crucíferes,Ravenell,https://elmedinaturaldelbages.cat/species/ravenell-rapistrum-rugosum-subsp-rugosum/,,
562,9,1,Picridium vulgare,Compuestas,Reichardia picroides,Compostes,Cosconilla,https://elmedinaturaldelbages.cat/species/cosconilla-cama-roja-reichardia-picroides/,,
290,5,1,Reseda lutea,Resedáceas,Reseda lutea,Resedàcies,Gandalla,https://elmedinaturaldelbages.cat/species/gandalla-reseda-lutea/,,
291,5,1,Reseda luteola,Resedáceas,Reseda luteola subsp. luteola,Resedàcies,Gavarró,,,
90,2,1,Rhamnus alaternus,Ramnáceas,Rhamnus alaternus,Ramnàcies,Aladern,https://elmedinaturaldelbages.cat/species/aladern-rhamnus-alaternus/,,
441,7,1,Rhinanthus minor,Escrofulariáceas,Rhinanthus minor,Escrofulariàcies,Cresta de gall (Rhinanthus minor),,,
147,3,1,Nasturtium officinale,Crucíferas,Rorippa nasturtium-aquaticum,Crucíferes,Creixen,https://elmedinaturaldelbages.cat/species/creixen-rorippa-nasturtium-aquaticum/,,
369,6,1,Rosa Sepium ,Rosáceas,Rosa agrestis ,Rosàcies,Roser agrest,,,
366,6,1,Rosa canina,Rosáceas,Rosa canina,Rosàcies,Roser caní,https://elmedinaturaldelbages.cat/species/roser-o-gavarrera-cani-rosa-canina/,,
367,6,1,Rosa myriacantha,Rosáceas,Rosa pimpinellifolia subsp. myriacantha,Rosàcies,Roser espinosíssim,https://elmedinaturaldelbages.cat/species/roser-espinosissim-rosa-pimpinellifolia-ssp-myriacantha/,,
368,6,1,Rosa sempervirens,Rosáceas,Rosa sempervirens,Rosàcies,Roser englantiner,https://elmedinaturaldelbages.cat/species/roser-englantiner-rosa-sempervirens/,,
485,8,1,Rubia peregrina,Rubiáceas,Rubia peregrina,Rubiàcies,Rogeta,https://elmedinaturaldelbages.cat/species/rogeta-rubia-peregrina-ssp-peregrina/,,
370,6,1,Rubus caesius,Rosáceas,Rubus caesius,Rosàcies,Romegueró,https://elmedinaturaldelbages.cat/species/romeguero-rubus-caesius/,,
371,6,1,Rubus thyrsoideus,Rosáceas,Rubus vigoi,Rosàcies,Esbarzer,https://elmedinaturaldelbages.cat/species/esbarzer-rubus-ulmifolius/,Segurament és Rubus ulmifolius,
104,2,1,Rumex conglomeratus,Poligonáceas,Rumex conglomeratus,Poligonàcies,Paradella,https://elmedinaturaldelbages.cat/species/paradella-rumex-conglomeratus/,,
24,1,1,Ruscus aculeatus,Esmiláceas,Ruscus aculeatus,Liliàcies,Galzeran,https://elmedinaturaldelbages.cat/species/galzeran-ruscus-aculeatus/,,
267,4,1,Ruta angustifolia,Rutáceas,Ruta chalepensis subsp. angustifolia,Rutàcies,Ruda,https://elmedinaturaldelbages.cat/species/ruda-ruta-chalepensis-ssp-angustifolia-r-angustifolia/,,
320,5,1,Sagina apetala,Cariofiláceas,Sagina apetala,Cariofil·làcies,Sagina apètala,,,
108,2,1,Salix cinerea,Salicáceas,Salix atrocinerea,Salicàcies,Gatell,https://elmedinaturaldelbages.cat/species/gatell-salix-cinerea-ssp-oleifolia/,,
109,2,1,Salix incana,Salicáceas,Salix elaeagnos,Salicàcies,Sarga,https://elmedinaturaldelbages.cat/species/sarga-salix-elaeagnos/,,
417,7,1,Salvia pratensis,Labiadas,Salvia pratensis subsp. pratensis,Labiades,Tàrrec de prat,https://elmedinaturaldelbages.cat/species/tarro-tarrec-de-prat-salvia-pratensis-subsp-pratensis/,,
418,7,2,Salvia Verbenaca (1),Labiadas,Salvia verbenaca (1),Labiades,Tàrrec (1),https://elmedinaturaldelbages.cat/species/tarrec-salvia-verbenaca/,,
,7,2,Salvia Verbenaca (2),Labiadas,Salvia verbenaca (2),Labiades,Tàrrec (2),https://elmedinaturaldelbages.cat/species/tarrec-salvia-verbenaca/,,
493,8,1,Sambucus ebulus ,Caprifoliáceas,Sambucus ebulus ,Caprifoliàcies,Évol,https://elmedinaturaldelbages.cat/species/evol-o-sauc-pudent-sambucus-ebulus/,,
598,10,1,Samolus Valerandi,Primuláceas,Samolus valerandi,Primulàcies,Dolceta,,,
385,6,1,Sanicula europaea,Umbelíferas,Sanicula europaea,Umbel·líferes,Sanícula,,,
567,9,1,Santolina chamaecyparissus ,Compuestas,Santolina chamaecyparissus ,Compostes,Espernellac,https://elmedinaturaldelbages.cat/species/espernallac-santolina-chamaecyparissus/,,
321,5,1,Saponaria ocymoides ,Cariofiláceas,Saponaria ocymoides ,Cariofil·làcies,Falsa alfàbrega,https://elmedinaturaldelbages.cat/species/sabonera-falsa-alfabrega-saponaria-ocymoides/,,
322,5,1,Saponaria officinalis ,Cariofiláceas,Saponaria officinalis ,Cariofil·làcies,Herba sabonera,https://elmedinaturaldelbages.cat/species/herba-sabonera-saponaria-officinalis/,,
263,4,1,Sarcocapnos enneaphylla,Fumariáceas,Sarcocapnos enneaphylla,Papaveràcies,Herba freixurera,https://elmedinaturaldelbages.cat/species/herba-freixurera-sarcocapnos-enneaphylla/,,
402,7,1,Calamintha Acinos,Labiadas,Satureja acinos,Labiades,Alfàbrega borda,,,
404,7,1,Calamintha officinalis,Labiadas,Satureja calamintha subsp. sylvatica,Labiades,Rementerola,https://elmedinaturaldelbages.cat/species/rementerola-satureja-calamintha-subsp-glandulosa-calamintha-nepeta/,,
419,7,1,Satureja montana,Labiadas,Satureja montana,Labiades,Sajolida,https://elmedinaturaldelbages.cat/species/sajolida-satureja-montana/,,
403,7,1,Calamintha Clinopodium,Labiadas,Satureja vulgaris,Labiades,Clinopodi,,,
348,6,1,Saxifraga Catalaunica,Saxifragáceas,Saxifraga callosa subsp. catalaunica,Saxifragàcies,Corona de reina,https://elmedinaturaldelbages.cat/species/corona-de-reina-saxifraga-callosa-ssp-catalaunica/,,
350,6,1,Saxifraga Tremolsii,Saxifragáceas,Saxifraga geranioides,Saxifragàcies,Herba del nord,https://elmedinaturaldelbages.cat/species/herba-del-nord-saxifraga-fragilis-ssp-fragilis/,Probablement és S.fragilis subsp.fragilis [= S.corbariensis],
349,6,1,Saxifraga granulata,Saxifragáceas,Saxifraga granulata subsp. granulata ,Saxifragàcies,Saxífraga granulosa,https://elmedinaturaldelbages.cat/species/saxifraga-granulosa-saxifraga-granulata-ssp-granulata/,,
351,6,1,Saxifraga tridactylites,Saxifragáceas,Saxifraga tridactylites subsp. tridactylites,Saxifragàcies,Saxífraga de tres dits,https://elmedinaturaldelbages.cat/species/saxifraga-de-tres-dits-saxifraga-tridactylites-ssp-tridactylites/,,
488,8,1,Scabiosa stellata,Dipsacáceas,Scabiosa stellata,Dipsacàcies,Cardeta,https://elmedinaturaldelbages.cat/species/cardeta-scabiosa-stellata/,,
386,6,1,Scandix pecten-Veneris,Umbelíferas,Scandix pecten-veneris,Umbel·líferes,Agulles de pastor,https://elmedinaturaldelbages.cat/species/agulles-de-pastor-scandix-pecten-veneris/,,
8,1,1,Schoenus nigricans ,Ciperáceas,Schoenus nigricans ,Ciperàcies,Jonc negre,https://elmedinaturaldelbages.cat/species/jonc-negre-schoenus-nigricans/,,
9,1,1,Scirpus Holoschoenus,Ciperáceas,Scirpus holoschoenus,Ciperàcies,Jonc boval,https://elmedinaturaldelbages.cat/species/jonc-boval-scirpus-holoschoenus/,,
10,1,1,Scirpus Tabernaemontani,Ciperáceas,Scirpus lacustris subsp. tabernaemontani,Ciperàcies,Jonc d'estany,,,
11,1,1,Scirpus maritimus ,Ciperáceas,Scirpus maritimus ,Ciperàcies,Jonca marina,https://elmedinaturaldelbages.cat/species/jonca-marina-scirpus-maritimus/,,
101,2,1,Scleranthus annuus,Paroniquináceas,Scleranthus annuus,Cariofil·làcies,Esclerant anual,,,
230,4,1,Scorpiurus subvillosa,Papilionáceas,Scorpiurus muricatus subsp. subvillosus,Papilionàcies,Herba d'eruga,https://elmedinaturaldelbages.cat/species/herba-deruga-scorpiurus-muricatus-ssp-subvillosus/,,
564,9,1,Podospermum laciniatum,Compuestas,Scorzonera laciniata,Compostes,Barballa,https://elmedinaturaldelbages.cat/species/barballa-escurconera-laciniada-scorzonera-laciniata/,,
442,7,1,Scrophularia aquatica,Escrofulariáceas,Scrophularia auriculata,Escrofulariàcies,Escrofulària aquàtica,https://elmedinaturaldelbages.cat/species/escrofularia-aquatica-setge-bord-scrophularia-auriculata-s-aquatica/,,
443,7,1,Scrophularia canina ,Escrofulariáceas,Scrophularia canina ,Escrofulariàcies,Escrofulària de ca,,,
250,4,1,Sedum acre ,Crasuláceas,Sedum acre ,Crassulàcies,Crespinell groc,https://elmedinaturaldelbages.cat/species/crespinell-groc-sedum-acre/,,
251,4,1,Sedum dasyphyllum ,Crasuláceas,Sedum dasyphyllum ,Crassulàcies,Crespinell glauc,https://elmedinaturaldelbages.cat/species/crespinell-glauc-o-de-cingle-sedum-dasyphyllum/,,
568,9,1,Senecio Doria,Compuestas,Senecio doria,Compostes,Allop,https://elmedinaturaldelbages.cat/species/allop-senecio-doria/,,
569,9,1,Senecio Doronicum,Compuestas,Senecio doronicum,Compostes,Seneci dorònic,,,
570,9,1,Senecio erucifolius,Compuestas,Senecio erucifolius,Compostes,Seneci erucifoli,https://elmedinaturaldelbages.cat/species/senecio-erucifolius/,,
571,9,2,Senecio vulgaris (1),Compuestas,Senecio vulgaris (1),Compostes,Xenixell (1),https://elmedinaturaldelbages.cat/species/xenixell-senecio-vulgaris/,,
,9,2,Senecio vulgaris (2),Compuestas,Senecio vulgaris (2),Compostes,Xenixell (2),https://elmedinaturaldelbages.cat/species/xenixell-senecio-vulgaris/,,
387,6,1,Seseli elatum,Umbelíferas,Seseli elatum,Umbel·líferes,Sèseli major,,,
44,1,1,Setaria viridis,Gramináceas,Setaria viridis,Gramínies,Serreig verd,https://elmedinaturaldelbages.cat/species/serreig-verd-panissola-verda-setaria-viridis/,,
486,8,1,Sherardia arvensis,Rubiáceas,Sherardia arvensis,Rubiàcies,Rèvola borda,https://elmedinaturaldelbages.cat/species/revola-borda-borro-sherardia-arvensis/,,
420,7,1,Sideritis hirsuta,Labiadas,Sideritis hirsuta,Labiades,Herba de la feridura,https://elmedinaturaldelbages.cat/species/herba-de-la-feridura-sideritis-hirsuta-ssp-hirsuta/,,
323,5,1,Silene crassicaulis,Cariofiláceas,Silene italica subsp. nemoralis,Cariofil·làcies,Patacs,,,
318,5,1,Melandrium macrocarpum,Cariofiláceas,Silene latifolia subsp. latifolia,Cariofil·làcies,Melandri blanc,https://elmedinaturaldelbages.cat/species/melandri-blanc-alfabrega-de-ca-silene-latifolia-subsp-latifolia/,,
325,5,1,Silene muscipula,Cariofiláceas,Silene muscipula,Cariofil·làcies,Silene mosquera,,,
326,5,1,Silene nocturna,Cariofiláceas,Silene nocturna,Cariofil·làcies,Silene nocturna,https://elmedinaturaldelbages.cat/species/silene-nocturna/,,
327,5,1,Silene nutans,Cariofiláceas,Silene nutans,Cariofil·làcies,Silene nutant,https://elmedinaturaldelbages.cat/species/silene-nutant-silene-nutans/,,
328,5,1,Silene Otites,Cariofiláceas,Silene otites subsp. otites,Cariofil·làcies,Silene otites,,,
324,5,1,Silene inflata,Cariofiláceas,Silene vulgaris,Cariofil·làcies,Colitxos,https://elmedinaturaldelbages.cat/species/colitxos-esclafidors-silene-vulgaris/,,
152,3,1,Sisymbrium Irio,Crucíferas,Sisymbrium irio,Crucíferes,Apagallums,https://elmedinaturaldelbages.cat/species/apagallums-matallums-sisymbrium-irio/,,
151,3,1,Sisymbrium Columnae,Crucíferas,Sisymbrium orientale,Crucíferes,Sisimbri oriental,,,
25,1,1,Smilax aspera,Esmiláceas,Smilax aspera,Esmilacàcies,Arítjol,https://elmedinaturaldelbages.cat/species/aritjol-smilax-aspera/,,
461,7,1,Solanum Dulcamara ,Solanáceas,Solanum dulcamara ,Solanàcies,Dolçamara,https://elmedinaturaldelbages.cat/species/dolcamara-solanum-dulcamara/,,
462,7,1,Solanum miniatum,Solanáceas,Solanum nigrum subsp. miniatum,Solanàcies,Morella (Solanum nigrum subsp. miniatum),,,
463,7,1,Solanum nigrum,Solanáceas,Solanum nigrum subsp. nigrum,Solanàcies,Morella (Solanum nigrum subsp. nigrum),https://elmedinaturaldelbages.cat/species/morella-vera-solanum-nigrum/,,
572,9,1,Solidago virga-aurea ,Compuestas,Solidago virgaurea ,Compostes,Vara d'or,https://elmedinaturaldelbages.cat/species/vara-dor-solidago-virgaurea/,,
573,9,1,Sonchus asper,Compuestas,Sonchus asper,Compostes,Lletsó punxós,,,
574,9,1,Sonchus maritimus,Compuestas,Sonchus maritimus,Compostes,Lletsó d'aigua,,,
575,9,1,Sonchus oleraceus ,Compuestas,Sonchus oleraceus ,Compostes,Lletsó d'hort,https://elmedinaturaldelbages.cat/species/lletso-dhort-o-lletso-oleraci-sonchus-oleraceus/,,
576,9,1,Sonchus tenerrimus,Compuestas,Sonchus tenerrimus,Compostes,Lletsó fi,https://elmedinaturaldelbages.cat/species/lletso-fi-sonchus-tenerrimus/,,
359,6,1,Sorbus Aria,Pomáceas,Sorbus aria,Rosàcies,Moixera,https://elmedinaturaldelbages.cat/species/moixera-sorbus-aria/,,
360,6,1,Sorbus torminalis,Pomáceas,Sorbus torminalis,Rosàcies,Moixera de pastor,https://elmedinaturaldelbages.cat/species/moixera-de-pastor-sorbus-torminalis/,,
45,1,1,Sorghum halepense ,Gramináceas,Sorghum halepense ,Gramínies,Canyota,https://elmedinaturaldelbages.cat/species/canyota-sorghum-halepense/,,
231,4,1,Spartium junceum,Papilionáceas,Spartium junceum,Papilionàcies,Ginesta,https://elmedinaturaldelbages.cat/species/ginesta-spartium-junceum/,,
330,5,1,Spergularia rubra,Cariofiláceas,Spergularia rubra,Cariofil·làcies,Espergulària vermella,https://elmedinaturaldelbages.cat/species/espergularia-vermella-spergularia-rubra-ssp-rubra/,,
84,2,1,Spiranthes aestivalis,Orquidáceas,Spiranthes aestivalis,Orquidàcies,Espirant de tardor,https://elmedinaturaldelbages.cat/species/espirant-de-tardor-spiranthes-spiralis/,,
421,7,1,Stachys annuus,Labiadas,Stachys annua,Labiades,Herba vellosa,,,
398,7,1,Betonica officinalis,Labiadas,Stachys officinalis,Labiades,Betònica,https://elmedinaturaldelbages.cat/species/betonica-stachys-officinalis/,,
577,9,1,Staehelina dubia ,Compuestas,Staehelina dubia ,Compostes,Pinzell (Staehelina dubia),https://elmedinaturaldelbages.cat/species/pinzell-staehelina-dubia/,,
331,5,1,Stellaria Holostea ,Cariofiláceas,Stellaria holostea ,Cariofil·làcies,Rèvola,https://elmedinaturaldelbages.cat/species/revola-stellaria-holostea/,,
332,5,1,Stellaria media ,Cariofiláceas,Stellaria media ,Cariofil·làcies,Morró (Stellaria media),https://elmedinaturaldelbages.cat/species/morro-stellaria-media/,,
46,1,1,Stipa pennata ,Gramináceas,Stipa pennata ,Gramínies,Pelaguer plomós,https://elmedinaturaldelbages.cat/species/pelaguer-plomos-pelagot-stipa-pennata/,,
478,7,1,Symphytum tuberosum ,Borragináceas,Symphytum tuberosum ,Boraginàcies,Consolda menor,https://elmedinaturaldelbages.cat/species/consolda-menor-o-petita-symphytum-tuberosum/,,
155,3,1,Tamarix Gallica,Tamaricáceas,Tamarix gallica,Tamaricàcies,Tamariu,https://elmedinaturaldelbages.cat/species/tamariu-tamarix-gallica/,,
85,2,1,Tamus communis ,Dioscoreáceas,Tamus communis ,Dioscoreàcies,Gatmaimó,https://elmedinaturaldelbages.cat/species/gatmaimo-tamus-communis/,,
566,9,1,Pyrethrum corymbosum,Compuestas,Tanacetum corymbosum,Compostes,Crisantem corimbós,https://elmedinaturaldelbages.cat/species/crisantem-corimbos-tanacetum-corymbosum/,,
